key1;key2;percent_31JAN2010;percent_28FEB2010;percent_31MAR2010;percent_30APR2010;percent_31MAY2010;percent_30JUN2010;percent_31JUL2010;percent_31AUG2010;percent_30SEP2010;percent_31OCT2010;percent_30NOV2010;percent_31DEC2010;percent_31JAN2011;percent_28FEB2011;percent_31MAR2011;percent_30APR2011;percent_31MAY2011;percent_30JUN2011;percent_31JUL2011;percent_31AUG2011;percent_30SEP2011;percent_31OCT2011;percent_30NOV2011;percent_31DEC2011;percent_31JAN2012;percent_29FEB2012;percent_31MAR2012;percent_30APR2012;percent_31MAY2012;percent_30JUN2012;percent_31JUL2012;percent_31AUG2012;percent_30SEP2012;percent_31OCT2012;percent_30NOV2012;percent_31DEC2012;percent_31JAN2013;percent_28FEB2013;percent_31MAR2013;percent_30APR2013;percent_31MAY2013;percent_30JUN2013;percent_31JUL2013;percent_31AUG2013;percent_30SEP2013;percent_31OCT2013;percent_30NOV2013;percent_31DEC2013;percent_31JAN2014;percent_28FEB2014;percent_31MAR2014;percent_30APR2014;percent_31MAY2014;percent_30JUN2014;percent_31JUL2014;percent_31AUG2014;percent_30SEP2014;percent_31OCT2014;percent_30NOV2014;percent_31DEC2014;percent_31JAN2015;percent_28FEB2015;percent_31MAR2015;percent_30APR2015;percent_31MAY2015;percent_30JUN2015;percent_31JUL2015;percent_31AUG2015;percent_30SEP2015;percent_31OCT2015;percent_30NOV2015;percent_31DEC2015;percent_31JAN2016;percent_29FEB2016;percent_31MAR2016;percent_30APR2016;percent_31MAY2016;percent_30JUN2016;percent_31JUL2016;percent_31AUG2016;percent_30SEP2016;percent_31OCT2016;percent_30NOV2016;percent_31DEC2016
1;11;0.1892664872;0.1506442022;0.1994055457;0.2167986072;0.180747088;0.1773108963;0.1700911689;0.1469147894;0.1643471571;0.1801924319;0.166481687;0.1137225171;0.1260137646;0.1417456768;0.1302608318;0.1537882117;0.1147390506;0.1044615177;0.0881678716;0.1025895005;0.1117982042;0.1451428966;0.1374594671;0.1379407916;0.1486903809;0.1663037022;0.1961684544;0.1436343852;0.1581777918;0.1253831151;0.1367086221;0.1449885412;0.135179229;0.1493861164;0.2099174325;0.1765856918;0.2042173252;0.1913473655;0.2156991466;0.2071953287;0.1946356516;0.223170006;0.2425344854;0.2958881747;0.2875302663;0.253328035;0.2686567164;0.2986097513;0.291378075;0.2754820937;0.2213956784;0.1527883881;0.1243141289;0.1397929317;0.1130385635;0.1368983957;0.0932193086;0.1196124556;0.0842879583;0.0817545232;0.0965117882;0.1001502253;0.1117746623;0.1248515485;0.0950739794;0.1093994855;0.0599880024;0.0626286123;0.0766566351;0.0783545544;0.0770129594;0.0862238865;0.078125;0.0852254103;0.0863285116;0.0769822941;0.0939192295;0.0920976235;0.0707270743;0.0744976443;0.0820568928;0.08603384;0.0993923937;0.1003265172
2;1;20.566872959;19.593619915;17.505327966;16.231156764;15.206608342;14.778468714;14.80573552;16.306855149;17.563599819;18.973275424;20.782744223;22.63501164;23.874964262;24.5513403;24.059078467;23.938954044;23.653070286;23.408057811;24.27796006;26.551132183;28.504067673;29.130188067;28.882591093;28.806902586;26.4293036;23.848425409;20.511390259;18.929780989;17.802503477;17.073226492;16.915331808;17.870304667;18.607037789;19.653938488;20.55259549;22.25778295;23.332445155;24.756203744;25.807633456;26.45364517;26.845884338;26.985889731;26.710220352;27.874974991;27.546621999;26.181048607;24.174489748;22.827753792;20.533472308;18.40285205;17.049699721;16.141964391;16.234729186;16.607243385;17.570408705;19.281173257;19.772794268;20.095447213;19.655905407;19.081388456;18.50510017;18.28202687;17.667524447;17.813797509;17.451588829;17.050049334;16.649423305;17.109116313;16.776526423;16.642898153;16.159327012;16.055560502;15.536059324;14.959739361;14.439488454;14.298746819;13.762156415;13.553744426;13.641972488;14.546468514;14.865623154;15.048677911;15.233928163;15.567039502
2;2;73.31958054;74.174669249;75.623569342;76.194303413;76.837603499;76.618732997;76.703826923;76.067112241;74.826098094;73.249990218;71.32054415;69.786636397;68.878299819;67.86877177;68.183546229;68.462772663;69.150435303;69.600606084;68.598857698;66.704814845;64.65778929;63.778777562;63.9048583;63.767526098;66.018869109;68.542668075;71.639260135;73.228719801;74.677945234;75.652134153;75.956521739;75.065809051;74.37569842;73.345563256;72.197117871;70.895906537;69.761968203;68.160644319;66.839076744;65.848238365;65.353172715;64.92248062;65.173291994;64.162016762;63.823562256;65.039595849;66.762411844;67.978389601;69.986260482;71.614973262;72.745543103;72.566914279;73.405832921;73.838900357;73.407573412;71.93546166;70.4224394;70.660064528;70.596962048;70.801589567;71.732332708;71.670369195;72.072053525;71.971814117;72.280922267;72.845286231;73.64064835;73.355407966;73.358695243;73.437297427;73.666080461;73.626569317;74.019531046;74.061007107;74.483598598;74.749123734;75.579286407;76.05105336;76.515393873;75.555421578;74.936503249;74.54923818;74.149222146;74.003964321
2;3;0.7929345023;0.7892676091;0.7557818297;0.9664203242;1.036947352;1.0785075787;1.0058561451;0.9207231719;0.9990738369;1.0701569042;1.156414154;1.2005310041;1.1283712951;1.1301681054;1.2013381995;1.1651449746;1.0501322317;1.0198531411;0.9336897962;0.9993460312;1.0948314243;1.1125972763;1.1781376518;1.2148714922;1.2342321612;1.1876791757;1.2137709454;1.1492436216;1.1286167035;1.0585034636;1.0320366133;1.018609655;1.0422130493;1.05766182;1.1555495605;1.1369485911;1.1612931877;1.2233347845;1.3297127217;1.4024035039;1.3603529564;1.3761867433;1.4173402724;1.413867461;1.5231714126;1.476879665;1.4875531269;1.4485573407;1.3929028284;1.3951277481;1.4304629498;1.5752859333;1.5135465951;1.4425783449;1.4462953122;1.4665718023;1.6598263078;1.6109517835;1.7736149861;1.8881594836;1.9128334519;2.0607214641;2.0607308286;1.998163526;2.0169684591;2.0081642129;1.9063493888;1.8967596226;1.9774756111;1.9502528105;1.9652990554;1.9802332829;2.0575486971;2.1387937001;2.1495465543;2.0902354316;2.0685449826;2.062125173;2.0261109334;2.012178579;2.1175428234;2.2046946171;2.2334706017;2.292227099
2;4;0.8316142341;0.9046696616;1.0320467282;1.213416188;1.2888611155;1.4904780412;1.4105332789;1.2006861063;1.1606597434;1.1464569394;1.1910488542;1.0350732055;1.0063852092;1.1831743147;1.2070407543;1.1326737212;0.9883597475;0.9440926221;0.9417912262;0.8419847952;0.9005544987;0.9524967575;0.9008097166;0.8546834619;0.884881702;0.8988424978;0.9170217988;0.9166854821;0.839052418;0.8298850049;0.8535469108;0.84464486;0.8438048758;0.8198577705;0.8385602842;0.8057116;0.8371080913;0.9555942534;0.9353246697;0.9967852597;1.005666335;0.9929448654;0.9323441479;0.8514327635;0.9581239531;1.0126524668;1.1279248984;1.1395003185;1.2010233572;1.2881758764;1.3926325247;1.6955547695;1.5370854224;1.4050478514;1.4000877943;1.418374607;1.6802340083;1.6490410468;1.7714007351;1.9167014293;1.9602768972;2.1136147255;2.2418939784;2.2337112744;2.3233434149;2.3119038867;2.2799555504;2.2967825904;2.4219367961;2.3984590595;2.4965099625;2.5946042205;2.6615837206;2.7718226169;2.8227200158;2.8520670284;2.7095906689;2.7018299247;2.5257834042;2.4990202876;2.5531600709;2.5699608539;2.6195378632;2.5739770636
2;5;1.7577789238;1.8629188476;2.1449996053;2.3582224139;2.4312607405;2.739992227;2.7121150217;2.4053153526;2.4316708377;2.4357318934;2.6514787093;2.4453123497;2.3367959592;2.3644555505;2.3399482968;2.232876189;2.1176379746;2.0416488597;1.9848503261;1.8474617837;1.8011089975;1.8725680934;1.8987854251;1.8803036161;1.9496684309;1.9701248033;1.9835337692;2.0139986453;1.972229189;1.8975332068;1.8146453089;1.7144688351;1.7035736277;1.7053947547;1.8007688676;1.5890423222;1.6253663736;1.6478014802;1.6335854831;1.6807266608;1.7993857866;1.9118543681;1.891263426;1.8695951804;2.0904522613;2.0526124158;2.1554341226;2.2294571449;2.2243805373;2.4076054664;2.3076559323;2.8274967575;2.4857001624;2.3268905986;2.1070628191;1.9003465608;2.3219428131;2.0388958595;2.1611088969;2.2570092432;2.1069202734;2.0988046123;2.1327843541;2.1398914085;2.1289131545;2.0932887075;1.9389201824;1.8450820143;1.9529925798;2.0002592929;2.0867704915;2.035437628;2.0279562031;2.167491011;2.1939858782;2.1398505146;2.0482191438;2.0083038598;1.9255670826;1.8222650951;1.8960425281;1.8932724071;1.9532143674;1.8292510265
2;6;1.6847172082;1.6795120142;1.7542821059;1.860310117;1.8571316982;2.0443062573;1.9786377167;1.774412965;1.8207972885;1.7979418555;1.8510323065;1.714219751;1.667778519;1.8116765107;1.8875456204;1.8928830653;1.874408818;1.9212090602;1.992951756;1.9435134472;2.0115756668;2.061040856;2.1295546559;2.1855477097;2.3471330251;2.319315414;2.3293692407;2.3617069316;2.2686335758;2.2701812944;2.2128146453;2.2569643143;2.2509065201;2.2421524664;2.2728805557;2.05456458;2.0183852918;1.9656073139;2.0365940389;2.2201126238;2.2254422769;2.334291438;2.3275384786;2.240846542;2.5616973758;2.5282177317;2.5734435571;2.6800670017;2.7028947742;2.8758169935;2.957866364;3.2048107534;3.0012004802;2.7983674235;2.7516576947;2.6646163733;2.9069635609;2.6864133357;2.7744564014;2.8739543768;2.6568329344;2.7589125145;2.7359752959;2.7587032897;2.6847087474;2.5788852561;2.5271103958;2.392481865;2.4049870052;2.3910506918;2.4348677412;2.4574837503;2.4335474437;2.5776937491;2.5955856938;2.4727517165;2.4547359204;2.3696755344;2.1997775848;2.2774545564;2.3700531601;2.4389888965;2.4408030199;2.3304544811
2;7;0.4534124119;0.4348184478;0.5367432315;0.5135945739;0.6366192782;0.5907500972;0.6614914687;0.6171013978;0.5064338779;0.6006182259;0.4829616517;0.5867980068;0.5508434194;0.5527790398;0.5474452555;0.5596516026;0.5482307974;0.4817591981;0.5914043829;0.4945638846;0.4330756466;0.4640888457;0.4615384615;0.5148450377;0.479049432;0.5086974328;0.5600303443;0.5667193497;0.5950888073;0.5235362703;0.5080091533;0.5104493328;0.5541745536;0.5276985098;0.5890155347;0.5528076811;0.5995203837;0.5768393557;0.6077455227;0.6494206995;0.6769323933;0.7751937984;0.7596058022;0.7891870262;0.7481853713;0.8601856909;0.84769511;0.7667445207;0.8906997678;0.991087344;1.0899891238;1.0187477892;0.9203681473;0.8209795459;0.7069750248;0.7068921989;0.6666515499;0.6788851049;0.7240600505;0.6498781478;0.586573505;0.5204696922;0.5537828101;0.5689076972;0.5577595349;0.5494399195;0.5326282714;0.606733401;0.5913593732;0.6686051896;0.6708124082;0.7301219838;0.6962939753;0.7613227772;0.7340717942;0.7874393816;0.7723818756;0.7504228817;0.6550584221;0.7280016881;0.6718842292;0.7014275943;0.7564058568;0.7631318137
2;8;0.1482723053;0.1174628034;0.1657589391;0.1215376473;0.1777066083;0.1165954139;0.1809373723;0.1734981566;0.1044396713;0.1662949485;0.0865867503;0.1115878177;0.1334222815;0.1514463123;0.1349604623;0.1356152347;0.1949694033;0.1204397995;0.1782314579;0.1471429739;0.1234467965;0.117542153;0.1214574899;0.2014611017;0.1359747296;0.1465738366;0.1896517102;0.1354707609;0.1755625983;0.1303125214;0.1556064073;0.1854098473;0.1163082396;0.1494768311;0.1101593939;0.1566661444;0.2020605738;0.2002612103;0.2564599901;0.1941789467;0.1924823738;0.1676683216;0.1926696933;0.2067447702;0.1541038526;0.2252867286;0.2405305684;0.2312029632;0.3008480599;0.3184789067;0.3546602355;0.3230751091;0.3389591131;0.2838243573;0.2656932283;0.2478712905;0.2040770051;0.1814841369;0.1682830698;0.1646650712;0.1617390179;0.143869671;0.1893978384;0.1756627276;0.1944302604;0.1605757511;0.166685826;0.1378069554;0.1506648085;0.1926175615;0.1504795402;0.1389012555;0.1671105541;0.1856884822;0.1942163043;0.1872569261;0.2001313362;0.1476241735;0.1401520345;0.1718264854;0.1624335499;0.1833607404;0.1901738733;0.1868894238
2;9;0.1138903215;0.1009767959;0.1282658458;0.1136965087;0.1269332917;0.134084726;0.1459172357;0.1320951874;0.1576447869;0.1408616035;0.1116007004;0.1346749524;0.1410464119;0.0927608663;0.127357056;0.1604461932;0.1235449684;0.1340378414;0.1154453761;0.1226191449;0.1153519246;0.1074092088;0.1133603239;0.140412283;0.1401585675;0.1659733149;0.1807269238;0.2054639874;0.1299619234;0.1554605519;0.1464530892;0.144207659;0.1368332231;0.1381528287;0.1416335064;0.1857612856;0.1221245226;0.15237266;0.2112023448;0.2071242098;0.1859942039;0.1437157042;0.20152807;0.1667296534;0.1585706309;0.16156927;0.1494558872;0.1627857598;0.1847728242;0.1663695781;0.1915165272;0.1910152105;0.1694795565;0.1243197598;0.09010466;0.1308209589;0.0952359357;0.1232299695;0.108498295;0.1031901113;0.1186086131;0.0994393314;0.1029336078;0.1157777068;0.1178365215;0.1315560371;0.0977123807;0.0956992746;0.1129986064;0.0926045969;0.1250974491;0.1086279049;0.1288143854;0.1198534749;0.1119212601;0.1568476817;0.1313361894;0.0999538674;0.1203479427;0.1115364905;0.1358535145;0.1440691532;0.1344086022;0.1529095285
2;10;0.0343819838;0.0515187734;0.053279659;0.0940936624;0.060537416;0.0660707346;0.0661491469;0.0552039589;0.0768518336;0.0743436241;0.0538762002;0.0596417646;0.0362146193;0.0548992882;0.0665298054;0.0573022119;0.057911704;0.0427367031;0.081014299;0.0653968773;0.0627352572;0.0689040208;0.0566801619;0.0793634643;0.0543898918;0.0689759231;0.0803230773;0.1264393768;0.0592808774;0.0640131684;0.0732265446;0.0778263557;0.072977719;0.0611496127;0.042714867;0.0917615989;0.0799360512;0.1131911189;0.0926704166;0.1251375434;0.086508932;0.0979879801;0.088583767;0.09781473;0.0893355667;0.0910249408;0.0793984401;0.0849317008;0.0971241768;0.1069518717;0.0614744408;0.094328499;0.0800320128;0.091480578;0.0415867662;0.0413118818;0.0680256684;0.0649758021;0.0708560294;0.0636704942;0.0668521274;0.0634719137;0.0699948533;0.0658735228;0.082485565;0.083189847;0.0593938001;0.0689034777;0.0583826133;0.0555627581;0.0616422213;0.0783545544;0.0713701325;0.0641469302;0.0510229274;0.0816248139;0.0813033553;0.0615100723;0.0517953171;0.0723479939;0.0708800945;0.0654859787;0.0743536948;0.0976921988
